raw_class_id,target,class_name,class_family,prompt_id,prompt,total_images,official_train_images,official_test_images
498,138,Crested Caracara,Crested Caracara,0,"a photo of a Crested Caracara, a North American bird.",112,58,54
498,138,Crested Caracara,Crested Caracara,1,a field guide photograph of a Crested Caracara.,112,58,54
498,138,Crested Caracara,Crested Caracara,2,a close-up bird photo showing the fine-grained field marks of a Crested Caracara.,112,58,54
499,139,Merlin,Merlin,0,"a photo of a Merlin, a North American bird.",118,60,58
499,139,Merlin,Merlin,1,a field guide photograph of a Merlin.,118,60,58
499,139,Merlin,Merlin,2,a close-up bird photo showing the fine-grained field marks of a Merlin.,118,60,58
500,140,Prairie Falcon,Prairie Falcon,0,"a photo of a Prairie Falcon, a North American bird.",86,44,42
500,140,Prairie Falcon,Prairie Falcon,1,a field guide photograph of a Prairie Falcon.,86,44,42
500,140,Prairie Falcon,Prairie Falcon,2,a close-up bird photo showing the fine-grained field marks of a Prairie Falcon.,86,44,42
501,141,American Coot,American Coot,0,"a photo of a American Coot, a North American bird.",120,60,60
501,141,American Coot,American Coot,1,a field guide photograph of a American Coot.,120,60,60
501,141,American Coot,American Coot,2,a close-up bird photo showing the fine-grained field marks of a American Coot.,120,60,60
502,142,Sandhill Crane,Sandhill Crane,0,"a photo of a Sandhill Crane, a North American bird.",50,25,25
502,142,Sandhill Crane,Sandhill Crane,1,a field guide photograph of a Sandhill Crane.,50,25,25
502,142,Sandhill Crane,Sandhill Crane,2,a close-up bird photo showing the fine-grained field marks of a Sandhill Crane.,50,25,25
503,143,Semipalmated Plover,Semipalmated Plover,0,"a photo of a Semipalmated Plover, a North American bird.",111,57,54
503,143,Semipalmated Plover,Semipalmated Plover,1,a field guide photograph of a Semipalmated Plover.,111,57,54
503,143,Semipalmated Plover,Semipalmated Plover,2,a close-up bird photo showing the fine-grained field marks of a Semipalmated Plover.,111,57,54
504,144,Killdeer,Killdeer,0,"a photo of a Killdeer, a North American bird.",120,60,60
504,144,Killdeer,Killdeer,1,a field guide photograph of a Killdeer.,120,60,60
504,144,Killdeer,Killdeer,2,a close-up bird photo showing the fine-grained field marks of a Killdeer.,120,60,60
505,145,American Oystercatcher,American Oystercatcher,0,"a photo of a American Oystercatcher, a North American bird.",80,31,49
505,145,American Oystercatcher,American Oystercatcher,1,a field guide photograph of a American Oystercatcher.,80,31,49
505,145,American Oystercatcher,American Oystercatcher,2,a close-up bird photo showing the fine-grained field marks of a American Oystercatcher.,80,31,49
506,146,Black Oystercatcher,Black Oystercatcher,0,"a photo of a Black Oystercatcher, a North American bird.",65,16,49
506,146,Black Oystercatcher,Black Oystercatcher,1,a field guide photograph of a Black Oystercatcher.,65,16,49
506,146,Black Oystercatcher,Black Oystercatcher,2,a close-up bird photo showing the fine-grained field marks of a Black Oystercatcher.,65,16,49
507,147,Black-necked Stilt,Black-necked Stilt,0,"a photo of a Black-necked Stilt, a North American bird.",74,41,33
507,147,Black-necked Stilt,Black-necked Stilt,1,a field guide photograph of a Black-necked Stilt.,74,41,33
507,147,Black-necked Stilt,Black-necked Stilt,2,a close-up bird photo showing the fine-grained field marks of a Black-necked Stilt.,74,41,33
508,148,American Avocet,American Avocet,0,"a photo of a American Avocet, a North American bird.",102,48,54
508,148,American Avocet,American Avocet,1,a field guide photograph of a American Avocet.,102,48,54
508,148,American Avocet,American Avocet,2,a close-up bird photo showing the fine-grained field marks of a American Avocet.,102,48,54
509,149,Solitary Sandpiper,Solitary Sandpiper,0,"a photo of a Solitary Sandpiper, a North American bird.",116,60,56
509,149,Solitary Sandpiper,Solitary Sandpiper,1,a field guide photograph of a Solitary Sandpiper.,116,60,56
509,149,Solitary Sandpiper,Solitary Sandpiper,2,a close-up bird photo showing the fine-grained field marks of a Solitary Sandpiper.,116,60,56
510,150,Greater Yellowlegs,Greater Yellowlegs,0,"a photo of a Greater Yellowlegs, a North American bird.",113,54,59
510,150,Greater Yellowlegs,Greater Yellowlegs,1,a field guide photograph of a Greater Yellowlegs.,113,54,59
510,150,Greater Yellowlegs,Greater Yellowlegs,2,a close-up bird photo showing the fine-grained field marks of a Greater Yellowlegs.,113,54,59
511,151,Willet,Willet,0,"a photo of a Willet, a North American bird.",120,60,60
511,151,Willet,Willet,1,a field guide photograph of a Willet.,120,60,60
511,151,Willet,Willet,2,a close-up bird photo showing the fine-grained field marks of a Willet.,120,60,60
512,152,Lesser Yellowlegs,Lesser Yellowlegs,0,"a photo of a Lesser Yellowlegs, a North American bird.",120,60,60
512,152,Lesser Yellowlegs,Lesser Yellowlegs,1,a field guide photograph of a Lesser Yellowlegs.,120,60,60
512,152,Lesser Yellowlegs,Lesser Yellowlegs,2,a close-up bird photo showing the fine-grained field marks of a Lesser Yellowlegs.,120,60,60
513,153,Whimbrel,Whimbrel,0,"a photo of a Whimbrel, a North American bird.",101,50,51
513,153,Whimbrel,Whimbrel,1,a field guide photograph of a Whimbrel.,101,50,51
513,153,Whimbrel,Whimbrel,2,a close-up bird photo showing the fine-grained field marks of a Whimbrel.,101,50,51
514,154,Long-billed Curlew,Long-billed Curlew,0,"a photo of a Long-billed Curlew, a North American bird.",96,43,53
514,154,Long-billed Curlew,Long-billed Curlew,1,a field guide photograph of a Long-billed Curlew.,96,43,53
514,154,Long-billed Curlew,Long-billed Curlew,2,a close-up bird photo showing the fine-grained field marks of a Long-billed Curlew.,96,43,53
515,155,Marbled Godwit,Marbled Godwit,0,"a photo of a Marbled Godwit, a North American bird.",116,56,60
515,155,Marbled Godwit,Marbled Godwit,1,a field guide photograph of a Marbled Godwit.,116,56,60
515,155,Marbled Godwit,Marbled Godwit,2,a close-up bird photo showing the fine-grained field marks of a Marbled Godwit.,116,56,60
516,156,Ruddy Turnstone,Ruddy Turnstone,0,"a photo of a Ruddy Turnstone, a North American bird.",108,53,55
516,156,Ruddy Turnstone,Ruddy Turnstone,1,a field guide photograph of a Ruddy Turnstone.,108,53,55
516,156,Ruddy Turnstone,Ruddy Turnstone,2,a close-up bird photo showing the fine-grained field marks of a Ruddy Turnstone.,108,53,55
517,157,Black Turnstone,Black Turnstone,0,"a photo of a Black Turnstone, a North American bird.",86,39,47
517,157,Black Turnstone,Black Turnstone,1,a field guide photograph of a Black Turnstone.,86,39,47
517,157,Black Turnstone,Black Turnstone,2,a close-up bird photo showing the fine-grained field marks of a Black Turnstone.,86,39,47
518,158,Surfbird,Surfbird,0,"a photo of a Surfbird, a North American bird.",63,23,40
518,158,Surfbird,Surfbird,1,a field guide photograph of a Surfbird.,63,23,40
518,158,Surfbird,Surfbird,2,a close-up bird photo showing the fine-grained field marks of a Surfbird.,63,23,40
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,0,"a photo of a Semipalmated Sandpiper, a North American bird.",105,45,60
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,1,a field guide photograph of a Semipalmated Sandpiper.,105,45,60
519,159,Semipalmated Sandpiper,Semipalmated Sandpiper,2,a close-up bird photo showing the fine-grained field marks of a Semipalmated Sandpiper.,105,45,60
520,160,Western Sandpiper,Western Sandpiper,0,"a photo of a Western Sandpiper, a North American bird.",92,41,51
520,160,Western Sandpiper,Western Sandpiper,1,a field guide photograph of a Western Sandpiper.,92,41,51
520,160,Western Sandpiper,Western Sandpiper,2,a close-up bird photo showing the fine-grained field marks of a Western Sandpiper.,92,41,51
521,161,Least Sandpiper,Least Sandpiper,0,"a photo of a Least Sandpiper, a North American bird.",120,60,60
521,161,Least Sandpiper,Least Sandpiper,1,a field guide photograph of a Least Sandpiper.,120,60,60
521,161,Least Sandpiper,Least Sandpiper,2,a close-up bird photo showing the fine-grained field marks of a Least Sandpiper.,120,60,60
522,162,Short-billed Dowitcher,Short-billed Dowitcher,0,"a photo of a Short-billed Dowitcher, a North American bird.",120,60,60
522,162,Short-billed Dowitcher,Short-billed Dowitcher,1,a field guide photograph of a Short-billed Dowitcher.,120,60,60
522,162,Short-billed Dowitcher,Short-billed Dowitcher,2,a close-up bird photo showing the fine-grained field marks of a Short-billed Dowitcher.,120,60,60
523,163,Wilson's Snipe,Wilson's Snipe,0,"a photo of a Wilson's Snipe, a North American bird.",110,55,55
523,163,Wilson's Snipe,Wilson's Snipe,1,a field guide photograph of a Wilson's Snipe.,110,55,55
523,163,Wilson's Snipe,Wilson's Snipe,2,a close-up bird photo showing the fine-grained field marks of a Wilson's Snipe.,110,55,55
524,164,American Woodcock,American Woodcock,0,"a photo of a American Woodcock, a North American bird.",54,24,30
524,164,American Woodcock,American Woodcock,1,a field guide photograph of a American Woodcock.,54,24,30
524,164,American Woodcock,American Woodcock,2,a close-up bird photo showing the fine-grained field marks of a American Woodcock.,54,24,30
525,165,Rock Pigeon,Rock Pigeon,0,"a photo of a Rock Pigeon, a North American bird.",105,47,58
525,165,Rock Pigeon,Rock Pigeon,1,a field guide photograph of a Rock Pigeon.,105,47,58
525,165,Rock Pigeon,Rock Pigeon,2,a close-up bird photo showing the fine-grained field marks of a Rock Pigeon.,105,47,58
526,166,Band-tailed Pigeon,Band-tailed Pigeon,0,"a photo of a Band-tailed Pigeon, a North American bird.",75,35,40
526,166,Band-tailed Pigeon,Band-tailed Pigeon,1,a field guide photograph of a Band-tailed Pigeon.,75,35,40
526,166,Band-tailed Pigeon,Band-tailed Pigeon,2,a close-up bird photo showing the fine-grained field marks of a Band-tailed Pigeon.,75,35,40
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,0,"a photo of a Eurasian Collared-Dove, a North American bird.",117,58,59
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,1,a field guide photograph of a Eurasian Collared-Dove.,117,58,59
527,167,Eurasian Collared-Dove,Eurasian Collared-Dove,2,a close-up bird photo showing the fine-grained field marks of a Eurasian Collared-Dove.,117,58,59
528,168,White-winged Dove,White-winged Dove,0,"a photo of a White-winged Dove, a North American bird.",117,60,57
528,168,White-winged Dove,White-winged Dove,1,a field guide photograph of a White-winged Dove.,117,60,57
528,168,White-winged Dove,White-winged Dove,2,a close-up bird photo showing the fine-grained field marks of a White-winged Dove.,117,60,57
529,169,Mourning Dove,Mourning Dove,0,"a photo of a Mourning Dove, a North American bird.",120,60,60
529,169,Mourning Dove,Mourning Dove,1,a field guide photograph of a Mourning Dove.,120,60,60
529,169,Mourning Dove,Mourning Dove,2,a close-up bird photo showing the fine-grained field marks of a Mourning Dove.,120,60,60
530,170,Inca Dove,Inca Dove,0,"a photo of a Inca Dove, a North American bird.",103,53,50
530,170,Inca Dove,Inca Dove,1,a field guide photograph of a Inca Dove.,103,53,50
530,170,Inca Dove,Inca Dove,2,a close-up bird photo showing the fine-grained field marks of a Inca Dove.,103,53,50
531,171,Common Ground-Dove,Common Ground-Dove,0,"a photo of a Common Ground-Dove, a North American bird.",75,40,35
531,171,Common Ground-Dove,Common Ground-Dove,1,a field guide photograph of a Common Ground-Dove.,75,40,35
531,171,Common Ground-Dove,Common Ground-Dove,2,a close-up bird photo showing the fine-grained field marks of a Common Ground-Dove.,75,40,35
532,172,Monk Parakeet,Monk Parakeet,0,"a photo of a Monk Parakeet, a North American bird.",46,18,28
532,172,Monk Parakeet,Monk Parakeet,1,a field guide photograph of a Monk Parakeet.,46,18,28
532,172,Monk Parakeet,Monk Parakeet,2,a close-up bird photo showing the fine-grained field marks of a Monk Parakeet.,46,18,28
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,0,"a photo of a Yellow-billed Cuckoo, a North American bird.",94,47,47
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,1,a field guide photograph of a Yellow-billed Cuckoo.,94,47,47
533,173,Yellow-billed Cuckoo,Yellow-billed Cuckoo,2,a close-up bird photo showing the fine-grained field marks of a Yellow-billed Cuckoo.,94,47,47
534,174,Black-billed Cuckoo,Black-billed Cuckoo,0,"a photo of a Black-billed Cuckoo, a North American bird.",71,39,32
534,174,Black-billed Cuckoo,Black-billed Cuckoo,1,a field guide photograph of a Black-billed Cuckoo.,71,39,32
534,174,Black-billed Cuckoo,Black-billed Cuckoo,2,a close-up bird photo showing the fine-grained field marks of a Black-billed Cuckoo.,71,39,32
535,175,Greater Roadrunner,Greater Roadrunner,0,"a photo of a Greater Roadrunner, a North American bird.",65,31,34
535,175,Greater Roadrunner,Greater Roadrunner,1,a field guide photograph of a Greater Roadrunner.,65,31,34
535,175,Greater Roadrunner,Greater Roadrunner,2,a close-up bird photo showing the fine-grained field marks of a Greater Roadrunner.,65,31,34
536,176,Barn Owl,Barn Owl,0,"a photo of a Barn Owl, a North American bird.",109,57,52
536,176,Barn Owl,Barn Owl,1,a field guide photograph of a Barn Owl.,109,57,52
536,176,Barn Owl,Barn Owl,2,a close-up bird photo showing the fine-grained field marks of a Barn Owl.,109,57,52
537,177,Western Screech-Owl,Western Screech-Owl,0,"a photo of a Western Screech-Owl, a North American bird.",74,40,34
537,177,Western Screech-Owl,Western Screech-Owl,1,a field guide photograph of a Western Screech-Owl.,74,40,34
537,177,Western Screech-Owl,Western Screech-Owl,2,a close-up bird photo showing the fine-grained field marks of a Western Screech-Owl.,74,40,34
538,178,Eastern Screech-Owl,Eastern Screech-Owl,0,"a photo of a Eastern Screech-Owl, a North American bird.",94,44,50
538,178,Eastern Screech-Owl,Eastern Screech-Owl,1,a field guide photograph of a Eastern Screech-Owl.,94,44,50
538,178,Eastern Screech-Owl,Eastern Screech-Owl,2,a close-up bird photo showing the fine-grained field marks of a Eastern Screech-Owl.,94,44,50
539,179,Great Horned Owl,Great Horned Owl,0,"a photo of a Great Horned Owl, a North American bird.",103,57,46
539,179,Great Horned Owl,Great Horned Owl,1,a field guide photograph of a Great Horned Owl.,103,57,46
539,179,Great Horned Owl,Great Horned Owl,2,a close-up bird photo showing the fine-grained field marks of a Great Horned Owl.,103,57,46
540,180,Snowy Owl,Snowy Owl,0,"a photo of a Snowy Owl, a North American bird.",72,26,46
540,180,Snowy Owl,Snowy Owl,1,a field guide photograph of a Snowy Owl.,72,26,46
540,180,Snowy Owl,Snowy Owl,2,a close-up bird photo showing the fine-grained field marks of a Snowy Owl.,72,26,46
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,0,"a photo of a Northern Pygmy-Owl, a North American bird.",103,53,50
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,1,a field guide photograph of a Northern Pygmy-Owl.,103,53,50
541,181,Northern Pygmy-Owl,Northern Pygmy-Owl,2,a close-up bird photo showing the fine-grained field marks of a Northern Pygmy-Owl.,103,53,50
542,182,Burrowing Owl,Burrowing Owl,0,"a photo of a Burrowing Owl, a North American bird.",99,56,43
542,182,Burrowing Owl,Burrowing Owl,1,a field guide photograph of a Burrowing Owl.,99,56,43
542,182,Burrowing Owl,Burrowing Owl,2,a close-up bird photo showing the fine-grained field marks of a Burrowing Owl.,99,56,43
543,183,Barred Owl,Barred Owl,0,"a photo of a Barred Owl, a North American bird.",120,60,60
543,183,Barred Owl,Barred Owl,1,a field guide photograph of a Barred Owl.,120,60,60
543,183,Barred Owl,Barred Owl,2,a close-up bird photo showing the fine-grained field marks of a Barred Owl.,120,60,60
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,0,"a photo of a Northern Saw-whet Owl, a North American bird.",98,53,45
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,1,a field guide photograph of a Northern Saw-whet Owl.,98,53,45
544,184,Northern Saw-whet Owl,Northern Saw-whet Owl,2,a close-up bird photo showing the fine-grained field marks of a Northern Saw-whet Owl.,98,53,45
545,185,Common Nighthawk,Common Nighthawk,0,"a photo of a Common Nighthawk, a North American bird.",86,47,39
545,185,Common Nighthawk,Common Nighthawk,1,a field guide photograph of a Common Nighthawk.,86,47,39
545,185,Common Nighthawk,Common Nighthawk,2,a close-up bird photo showing the fine-grained field marks of a Common Nighthawk.,86,47,39
546,186,Chimney Swift,Chimney Swift,0,"a photo of a Chimney Swift, a North American bird.",57,24,33
546,186,Chimney Swift,Chimney Swift,1,a field guide photograph of a Chimney Swift.,57,24,33
546,186,Chimney Swift,Chimney Swift,2,a close-up bird photo showing the fine-grained field marks of a Chimney Swift.,57,24,33
547,187,Vaux's Swift,Vaux's Swift,0,"a photo of a Vaux's Swift, a North American bird.",53,25,28
547,187,Vaux's Swift,Vaux's Swift,1,a field guide photograph of a Vaux's Swift.,53,25,28
547,187,Vaux's Swift,Vaux's Swift,2,a close-up bird photo showing the fine-grained field marks of a Vaux's Swift.,53,25,28
548,188,White-throated Swift,White-throated Swift,0,"a photo of a White-throated Swift, a North American bird.",66,26,40
548,188,White-throated Swift,White-throated Swift,1,a field guide photograph of a White-throated Swift.,66,26,40
548,188,White-throated Swift,White-throated Swift,2,a close-up bird photo showing the fine-grained field marks of a White-throated Swift.,66,26,40
549,189,Belted Kingfisher,Belted Kingfisher,0,"a photo of a Belted Kingfisher, a North American bird.",109,49,60
549,189,Belted Kingfisher,Belted Kingfisher,1,a field guide photograph of a Belted Kingfisher.,109,49,60
549,189,Belted Kingfisher,Belted Kingfisher,2,a close-up bird photo showing the fine-grained field marks of a Belted Kingfisher.,109,49,60
550,190,Acorn Woodpecker,Acorn Woodpecker,0,"a photo of a Acorn Woodpecker, a North American bird.",99,41,58
550,190,Acorn Woodpecker,Acorn Woodpecker,1,a field guide photograph of a Acorn Woodpecker.,99,41,58
550,190,Acorn Woodpecker,Acorn Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Acorn Woodpecker.,99,41,58
551,191,Gila Woodpecker,Gila Woodpecker,0,"a photo of a Gila Woodpecker, a North American bird.",97,47,50
551,191,Gila Woodpecker,Gila Woodpecker,1,a field guide photograph of a Gila Woodpecker.,97,47,50
551,191,Gila Woodpecker,Gila Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Gila Woodpecker.,97,47,50
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,0,"a photo of a Golden-fronted Woodpecker, a North American bird.",77,44,33
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,1,a field guide photograph of a Golden-fronted Woodpecker.,77,44,33
552,192,Golden-fronted Woodpecker,Golden-fronted Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Golden-fronted Woodpecker.,77,44,33
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,0,"a photo of a Red-bellied Woodpecker, a North American bird.",120,60,60
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,1,a field guide photograph of a Red-bellied Woodpecker.,120,60,60
553,193,Red-bellied Woodpecker,Red-bellied Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Red-bellied Woodpecker.,120,60,60
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,0,"a photo of a Yellow-bellied Sapsucker, a North American bird.",119,60,59
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,1,a field guide photograph of a Yellow-bellied Sapsucker.,119,60,59
554,194,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,2,a close-up bird photo showing the fine-grained field marks of a Yellow-bellied Sapsucker.,119,60,59
555,195,Red-naped Sapsucker,Red-naped Sapsucker,0,"a photo of a Red-naped Sapsucker, a North American bird.",98,44,54
555,195,Red-naped Sapsucker,Red-naped Sapsucker,1,a field guide photograph of a Red-naped Sapsucker.,98,44,54
555,195,Red-naped Sapsucker,Red-naped Sapsucker,2,a close-up bird photo showing the fine-grained field marks of a Red-naped Sapsucker.,98,44,54
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,0,"a photo of a Red-breasted Sapsucker, a North American bird.",85,43,42
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,1,a field guide photograph of a Red-breasted Sapsucker.,85,43,42
556,196,Red-breasted Sapsucker,Red-breasted Sapsucker,2,a close-up bird photo showing the fine-grained field marks of a Red-breasted Sapsucker.,85,43,42
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,0,"a photo of a Ladder-backed Woodpecker, a North American bird.",99,49,50
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,1,a field guide photograph of a Ladder-backed Woodpecker.,99,49,50
557,197,Ladder-backed Woodpecker,Ladder-backed Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Ladder-backed Woodpecker.,99,49,50
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,0,"a photo of a Nuttall's Woodpecker, a North American bird.",92,47,45
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,1,a field guide photograph of a Nuttall's Woodpecker.,92,47,45
558,198,Nuttall's Woodpecker,Nuttall's Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Nuttall's Woodpecker.,92,47,45
559,199,Downy Woodpecker,Downy Woodpecker,0,"a photo of a Downy Woodpecker, a North American bird.",120,60,60
559,199,Downy Woodpecker,Downy Woodpecker,1,a field guide photograph of a Downy Woodpecker.,120,60,60
559,199,Downy Woodpecker,Downy Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Downy Woodpecker.,120,60,60
560,200,Hairy Woodpecker,Hairy Woodpecker,0,"a photo of a Hairy Woodpecker, a North American bird.",118,58,60
560,200,Hairy Woodpecker,Hairy Woodpecker,1,a field guide photograph of a Hairy Woodpecker.,118,58,60
560,200,Hairy Woodpecker,Hairy Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Hairy Woodpecker.,118,58,60
561,201,Pileated Woodpecker,Pileated Woodpecker,0,"a photo of a Pileated Woodpecker, a North American bird.",119,59,60
561,201,Pileated Woodpecker,Pileated Woodpecker,1,a field guide photograph of a Pileated Woodpecker.,119,59,60
561,201,Pileated Woodpecker,Pileated Woodpecker,2,a close-up bird photo showing the fine-grained field marks of a Pileated Woodpecker.,119,59,60
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,0,"a photo of a Black Guillemot (Nonbreeding, juvenile), a North American bird.",33,21,12
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,1,"a field guide photograph of a Black Guillemot (Nonbreeding, juvenile).",33,21,12
599,202,"Black Guillemot (Nonbreeding, juvenile)",Black Guillemot,2,"a close-up bird photo showing the fine-grained field marks of a Black Guillemot (Nonbreeding, juvenile).",33,21,12
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,0,"a photo of a Pigeon Guillemot (Nonbreeding, juvenile), a North American bird.",37,20,17
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,1,"a field guide photograph of a Pigeon Guillemot (Nonbreeding, juvenile).",37,20,17
600,203,"Pigeon Guillemot (Nonbreeding, juvenile)",Pigeon Guillemot,2,"a close-up bird photo showing the fine-grained field marks of a Pigeon Guillemot (Nonbreeding, juvenile).",37,20,17
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,0,"a photo of a Black-legged Kittiwake (Immature), a North American bird.",54,35,19
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,1,a field guide photograph of a Black-legged Kittiwake (Immature).,54,35,19
601,204,Black-legged Kittiwake (Immature),Black-legged Kittiwake,2,a close-up bird photo showing the fine-grained field marks of a Black-legged Kittiwake (Immature).,54,35,19
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,0,"a photo of a Laughing Gull (Nonbreeding/Immature), a North American bird.",86,41,45
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,1,a field guide photograph of a Laughing Gull (Nonbreeding/Immature).,86,41,45
602,205,Laughing Gull (Nonbreeding/Immature),Laughing Gull,2,a close-up bird photo showing the fine-grained field marks of a Laughing Gull (Nonbreeding/Immature).,86,41,45
603,206,Heermann's Gull (Immature),Heermann's Gull,0,"a photo of a Heermann's Gull (Immature), a North American bird.",47,25,22
603,206,Heermann's Gull (Immature),Heermann's Gull,1,a field guide photograph of a Heermann's Gull (Immature).,47,25,22
603,206,Heermann's Gull (Immature),Heermann's Gull,2,a close-up bird photo showing the fine-grained field marks of a Heermann's Gull (Immature).,47,25,22
604,207,Ring-billed Gull (Immature),Ring-billed Gull,0,"a photo of a Ring-billed Gull (Immature), a North American bird.",80,44,36
604,207,Ring-billed Gull (Immature),Ring-billed Gull,1,a field guide photograph of a Ring-billed Gull (Immature).,80,44,36
604,207,Ring-billed Gull (Immature),Ring-billed Gull,2,a close-up bird photo showing the fine-grained field marks of a Ring-billed Gull (Immature).,80,44,36
605,208,Western Gull (Immature),Western Gull,0,"a photo of a Western Gull (Immature), a North American bird.",54,28,26
605,208,Western Gull (Immature),Western Gull,1,a field guide photograph of a Western Gull (Immature).,54,28,26
605,208,Western Gull (Immature),Western Gull,2,a close-up bird photo showing the fine-grained field marks of a Western Gull (Immature).,54,28,26
606,209,California Gull (Immature),California Gull,0,"a photo of a California Gull (Immature), a North American bird.",54,29,25
606,209,California Gull (Immature),California Gull,1,a field guide photograph of a California Gull (Immature).,54,29,25
606,209,California Gull (Immature),California Gull,2,a close-up bird photo showing the fine-grained field marks of a California Gull (Immature).,54,29,25
607,210,Herring Gull (Immature),Herring Gull,0,"a photo of a Herring Gull (Immature), a North American bird.",101,57,44
607,210,Herring Gull (Immature),Herring Gull,1,a field guide photograph of a Herring Gull (Immature).,101,57,44
607,210,Herring Gull (Immature),Herring Gull,2,a close-up bird photo showing the fine-grained field marks of a Herring Gull (Immature).,101,57,44
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,0,"a photo of a Glaucous-winged Gull (Immature), a North American bird.",49,27,22
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,1,a field guide photograph of a Glaucous-winged Gull (Immature).,49,27,22
608,211,Glaucous-winged Gull (Immature),Glaucous-winged Gull,2,a close-up bird photo showing the fine-grained field marks of a Glaucous-winged Gull (Immature).,49,27,22
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,0,"a photo of a Great Black-backed Gull (Immature), a North American bird.",63,31,32
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,1,a field guide photograph of a Great Black-backed Gull (Immature).,63,31,32
609,212,Great Black-backed Gull (Immature),Great Black-backed Gull,2,a close-up bird photo showing the fine-grained field marks of a Great Black-backed Gull (Immature).,63,31,32
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,0,"a photo of a Black-bellied Whistling-Duck, a North American bird.",51,31,20
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,1,a field guide photograph of a Black-bellied Whistling-Duck.,51,31,20
610,213,Black-bellied Whistling-Duck,Black-bellied Whistling-Duck,2,a close-up bird photo showing the fine-grained field marks of a Black-bellied Whistling-Duck.,51,31,20
611,214,Snow Goose (Blue morph),Snow Goose,0,"a photo of a Snow Goose (Blue morph), a North American bird.",49,21,28
611,214,Snow Goose (Blue morph),Snow Goose,1,a field guide photograph of a Snow Goose (Blue morph).,49,21,28
611,214,Snow Goose (Blue morph),Snow Goose,2,a close-up bird photo showing the fine-grained field marks of a Snow Goose (Blue morph).,49,21,28
612,215,Ross's Goose,Ross's Goose,0,"a photo of a Ross's Goose, a North American bird.",46,23,23
612,215,Ross's Goose,Ross's Goose,1,a field guide photograph of a Ross's Goose.,46,23,23
612,215,Ross's Goose,Ross's Goose,2,a close-up bird photo showing the fine-grained field marks of a Ross's Goose.,46,23,23
613,216,Wood Duck (Female/Eclipse male),Wood Duck,0,"a photo of a Wood Duck (Female/Eclipse male), a North American bird.",96,50,46
613,216,Wood Duck (Female/Eclipse male),Wood Duck,1,a field guide photograph of a Wood Duck (Female/Eclipse male).,96,50,46
613,216,Wood Duck (Female/Eclipse male),Wood Duck,2,a close-up bird photo showing the fine-grained field marks of a Wood Duck (Female/Eclipse male).,96,50,46
614,217,Gadwall (Female/Eclipse male),Gadwall,0,"a photo of a Gadwall (Female/Eclipse male), a North American bird.",39,20,19
614,217,Gadwall (Female/Eclipse male),Gadwall,1,a field guide photograph of a Gadwall (Female/Eclipse male).,39,20,19
