class_id,class_label,base_species_or_group,label_type,coverage_status,recommended_name,recommended_url,notes,expert_description_status,expert_visual_description,expert_description_source,source_page_verified_in_this_pass,expert_description_sections,description_notes,safe_use_note
194,Common Loon,Common Loon,species_label,likely_covered_species_page,Common Loon,https://www.allaboutbirds.org/guide/Common_Loon/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large diving waterbirds"", ""rounded head"", ""dagger-like bill"", ""long body"", ""short tail"", ""black head"", ""black bill"", ""black-and-white spotted back"", ""white breast"", ""plain gray back"", ""plain gray head"", ""white throat""]",https://www.allaboutbirds.org/guide/Common_Loon/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
195,Pelagic Cormorant,Pelagic Cormorant,species_label,likely_covered_species_page,Pelagic Cormorant,https://www.allaboutbirds.org/guide/Pelagic_Cormorant/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large seabird"", ""long thin neck"", ""long tail"", ""narrow small head"", ""short crests"", ""blackish green purple gloss"", ""small patch"", ""square white patches"", ""small flank"", ""uniformly dark brown plumage""]",https://www.allaboutbirds.org/guide/Pelagic_Cormorant/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
196,Inca Dove,Inca Dove,species_label,likely_covered_species_page,Inca Dove,https://www.allaboutbirds.org/guide/Inca_Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small slender body"", ""long square-tipped tail"", ""small head"", ""short legs""]",https://www.allaboutbirds.org/guide/Inca_Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
197,Greater Roadrunner,Greater Roadrunner,species_label,likely_covered_species_page,Greater Roadrunner,https://www.allaboutbirds.org/guide/Greater_Roadrunner/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large shape"", ""long legs"", ""long straight tail"", ""long neck"", ""short crest"", ""short bill"", ""small pale spots"", ""small pale patch"", ""small pale eye"", ""white highlights""]",https://www.allaboutbirds.org/guide/Greater_Roadrunner/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
198,White Ibis,White Ibis,species_label,likely_covered_species_page,White Ibis,https://www.allaboutbirds.org/guide/White_Ibis/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""white large wading plumage"", ""football-shaped body"", ""long legs"", ""long neck"", ""curved bill"", ""white plumage"", ""black-tipped wings"", ""reddish pink legs"", ""reddish pink bill"", ""blue eye"", ""brown upperparts"", ""white underparts"", ""streaky brown neck"", ""splotchy brown plumage"", ""white upperparts""]",https://www.allaboutbirds.org/guide/White_Ibis/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
199,Longspurs and Snow Buntings,Longspurs and Snow Buntings,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
200,Broad-tailed Hummingbird,Broad-tailed Hummingbird,species_label,likely_covered_species_page,Broad-tailed Hummingbird,https://www.allaboutbirds.org/guide/Broad-tailed_Hummingbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""broad tail"", ""medium-sized body"", ""slender body"", ""big head"", ""long straight bill"", ""iridescent green upperparts"", ""greenish buffy flank"", ""white chest"", ""white line"", ""white belly"", ""rose-magenta throat"", ""green spots"", ""green cheek"", ""pale eyering""]",https://www.allaboutbirds.org/guide/Broad-tailed_Hummingbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
201,Black Scoter,Black Scoter,species_label,likely_covered_species_page,Black Scoter,https://www.allaboutbirds.org/guide/Black_Scoter/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""stocky body"", ""medium-sized seaduck body"", ""short tail"", ""rounded head"", ""broad bill"", ""silky black plumage"", ""rich brown plumage"", ""blackish cap"", ""contrasting pale cheek""]",https://www.allaboutbirds.org/guide/Black_Scoter/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
202,Swainson's Hawk,Swainson's Hawk,species_label,likely_covered_species_page,Swainson's Hawk,https://www.allaboutbirds.org/guide/Swainsons_Hawk/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""broad wings"", ""short tail"", ""longer-winged wings"", ""dark reddish-brown chest"", ""brown gray upperparts"", ""white wing"", ""gray head"", ""brown head"", ""dark individuals also occur body"", ""vary reddish nearly black plumage""]",https://www.allaboutbirds.org/guide/Swainsons_Hawk/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
203,Long-tailed Duck,Long-tailed Duck,species_label,likely_covered_species_page,Long-tailed Duck,https://www.allaboutbirds.org/guide/Long-tailed_Duck/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small slender seabird body"", ""rounded head"", ""small bill"", ""long tail"", ""white plumage"", ""black head"", ""large dark patch"", ""black neck"", ""pink band"", ""dark head"", ""dark neck"", ""dark body"", ""white face"", ""dark patch"", ""brown body""]",https://www.allaboutbirds.org/guide/Long-tailed_Duck/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
204,Sandhill Crane,Sandhill Crane,species_label,likely_covered_species_page,Sandhill Crane,https://www.allaboutbirds.org/guide/Sandhill_Crane/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""long neck"", ""long legs"", ""broad wings"", ""bulky body"", ""slender neck"", ""short tail"", ""pale cheek"", ""pale crown"", ""gray rusty brown pale cheek"", ""red crown""]",https://www.allaboutbirds.org/guide/Sandhill_Crane/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
205,Barred Owl,Barred Owl,species_label,likely_covered_species_page,Barred Owl,https://www.allaboutbirds.org/guide/Barred_Owl/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large stocky body"", ""rounded head"", ""rounded ear tufts"", ""medium-length body"", ""rounded tail"", ""mottled brown white plumage"", ""dark brown dark brown black eye"", ""brown bars"", ""white plumage""]",https://www.allaboutbirds.org/guide/Barred_Owl/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
206,Hairy Woodpecker,Hairy Woodpecker,species_label,likely_covered_species_page,Hairy Woodpecker,https://www.allaboutbirds.org/guide/Hairy_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""square head"", ""long straight chisel-like bill"", ""long tail feathers"", ""contrastingly black plumage"", ""white plumage"", ""black wings"", ""white head"", ""two white stripes"", ""large white patch"", ""black back""]",https://www.allaboutbirds.org/guide/Hairy_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
207,Wood-Warblers,Wood-Warblers,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
208,Glossy Ibis,Glossy Ibis,species_label,likely_covered_species_page,Glossy Ibis,https://www.allaboutbirds.org/guide/Glossy_Ibis/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized wading-bird body"", ""compact body"", ""long neck"", ""long legs"", ""long curved bill"", ""bronze violet tones plumage""]",https://www.allaboutbirds.org/guide/Glossy_Ibis/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
209,Bufflehead,Bufflehead,species_label,likely_covered_species_page,Bufflehead,https://www.allaboutbirds.org/guide/Bufflehead/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small compact body"", ""large rounded head"", ""short wide bill"", ""white body"", ""black back"", ""dark head"", ""large white patch"", ""gray-brown plumage"", ""white cheek""]",https://www.allaboutbirds.org/guide/Bufflehead/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
210,Red-tailed Hawk,Red-tailed Hawk,species_label,likely_covered_species_page,Red-tailed Hawk,https://www.allaboutbirds.org/guide/Red-tailed_Hawk/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body proportions"", ""broad rounded wings"", ""short wide tail"", ""red-tailed rich brown upperparts"", ""pale underparts"", ""streaked belly"", ""streaked wing"", ""dark bar"", ""streaked shoulder"", ""cinnamon-red upperparts"", ""young brown plumage"", ""dark-morph chocolate-brown warm red tail"", ""rufous-morph reddish-brown chest"", ""dark belly""]",https://www.allaboutbirds.org/guide/Red-tailed_Hawk/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
211,Prairie Falcon,Prairie Falcon,species_label,likely_covered_species_page,Prairie Falcon,https://www.allaboutbirds.org/guide/Prairie_Falcon/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""pointed wings"", ""medium-long tail"", ""brown upperparts"", ""brown breast"", ""brown belly"", ""pale stripe""]",https://www.allaboutbirds.org/guide/Prairie_Falcon/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
212,New World Sparrows and Allies,New World Sparrows and Allies,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
213,Rufous Hummingbird,Rufous Hummingbird,species_label,likely_covered_species_page,Rufous Hummingbird,https://www.allaboutbirds.org/guide/Rufous_Hummingbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small body"", ""slender body"", ""straight bill"", ""straight tail"", ""rufous plumage"", ""bright orange back"", ""bright orange belly"", ""iridescent-red throat"", ""green upperparts"", ""rufous-washed flank"", ""rufous patches"", ""green tail"", ""green spot"", ""orange throat""]",https://www.allaboutbirds.org/guide/Rufous_Hummingbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
214,Common Goldeneye,Common Goldeneye,species_label,likely_covered_species_page,Common Goldeneye,https://www.allaboutbirds.org/guide/Common_Goldeneye/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""large head"", ""narrow body"", ""short tail"", ""black plumage"", ""white head"", ""round white spot"", ""white bill"", ""bright yellow eye"", ""black side"", ""black body"", ""brown head"", ""gray back"", ""gray wings"", ""variable amounts yellow tip""]",https://www.allaboutbirds.org/guide/Common_Goldeneye/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
215,Clark's Grebe,Clark's Grebe,species_label,likely_covered_species_page,Clark's Grebe,https://www.allaboutbirds.org/guide/Clarks_Grebe/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large waterbird"", ""long slender neck"", ""straight bill"", ""small body"", ""blackish upperparts"", ""white underparts"", ""black cap""]",https://www.allaboutbirds.org/guide/Clarks_Grebe/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
216,Northern Flicker,Northern Flicker,species_label,likely_covered_species_page,Northern Flicker,https://www.allaboutbirds.org/guide/Northern_Flicker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""slim body"", ""rounded head"", ""downcurved bill"", ""downcurved tail"", ""brownish plumage"", ""white rump"", ""red plumage"", ""brown richly patterned plumage"", ""black spots"", ""black bars""]",https://www.allaboutbirds.org/guide/Northern_Flicker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
217,"Cardinals, Grosbeaks, and Allies","Cardinals, Grosbeaks, and Allies",group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
218,Laughing Gull,Laughing Gull,species_label,likely_covered_species_page,Laughing Gull,https://www.allaboutbirds.org/guide/Laughing_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long wings"", ""long legs"", ""long bill"", ""medium gray upperparts"", ""white underparts"", ""crisp black hood"", ""reddish bill"", ""white head""]",https://www.allaboutbirds.org/guide/Laughing_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
219,Barrow's Goldeneye,Barrow's Goldeneye,species_label,likely_covered_species_page,Barrow's Goldeneye,https://www.allaboutbirds.org/guide/Barrows_Goldeneye/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small stocky diving body"", ""large oddly shaped body"", ""white underparts"", ""black-and-white upperparts"", ""yellow bill""]",https://www.allaboutbirds.org/guide/Barrows_Goldeneye/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
220,Wild Turkey,Wild Turkey,species_label,likely_covered_species_page,Wild Turkey,https://www.allaboutbirds.org/guide/Wild_Turkey/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large plump body"", ""long legs"", ""wide rounded tail"", ""small head"", ""slim neck"", ""dark plumage"", ""white plumage"", ""rusty white plumage""]",https://www.allaboutbirds.org/guide/Wild_Turkey/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
221,Anhinga,Anhinga,species_label,likely_covered_species_page,Anhinga,https://www.allaboutbirds.org/guide/Anhinga/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large slender waterbirds"", ""long-shaped neck"", ""long-shaped bill"", ""slim body"", ""pale tan head"", ""pale tan neck"", ""pale tan breast""]",https://www.allaboutbirds.org/guide/Anhinga/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
222,Common Ground-Dove,Common Ground-Dove,species_label,likely_covered_species_page,Common Ground-Dove,https://www.allaboutbirds.org/guide/Common_Ground-Dove/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""ground tiny body"", ""short round wings"", ""short tail"", ""short thin bill"", ""stocky body"", ""short legs"", ""large dark spots"", ""bluish crown"", ""pinkish-red bill"", ""dark tip""]",https://www.allaboutbirds.org/guide/Common_Ground-Dove/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
223,White-faced Ibis,White-faced Ibis,species_label,likely_covered_species_page,White-faced Ibis,https://www.allaboutbirds.org/guide/White-faced_Ibis/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long legs"", ""long strongly curved bill"", ""thick oval-shaped body"", ""long neck"", ""glossy maroon plumage"", ""metallic green plumage"", ""red eye"", ""pink legs"", ""narrow band"", ""absent glossy plumage"", ""matte brown plumage"", ""white facial outline""]",https://www.allaboutbirds.org/guide/White-faced_Ibis/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
224,Rough-legged Hawk,Rough-legged Hawk,species_label,likely_covered_species_page,Rough-legged Hawk,https://www.allaboutbirds.org/guide/Rough-legged_Hawk/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large body"", ""broad wings"", ""dark-brown tail"", ""pale underwing feathers"", ""dark patches"", ""pale wing"", ""pale head"", ""dark belly"", ""pale patches""]",https://www.allaboutbirds.org/guide/Rough-legged_Hawk/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
225,Hooded Merganser,Hooded Merganser,species_label,likely_covered_species_page,Hooded Merganser,https://www.allaboutbirds.org/guide/Hooded_Merganser/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small thin bill"", ""small thin crest"", ""black upperparts"", ""white breast"", ""rich chestnut flank"", ""black head"", ""large white patch""]",https://www.allaboutbirds.org/guide/Hooded_Merganser/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
226,Northern Saw-whet Owl,Northern Saw-whet Owl,species_label,likely_covered_species_page,Northern Saw-whet Owl,https://www.allaboutbirds.org/guide/Northern_Saw-whet_Owl/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small large rounded head"", ""mottled brown whitish facial disk"", ""white-spotted head"", ""dark brown creamy yellow breast"", ""creamy yellow belly""]",https://www.allaboutbirds.org/guide/Northern_Saw-whet_Owl/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
227,Blackbirds and Allies,Blackbirds and Allies,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
228,Allen's Hummingbird,Allen's Hummingbird,species_label,likely_covered_species_page,Allen's Hummingbird,https://www.allaboutbirds.org/guide/Allens_Hummingbird/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small compact body"", ""stocky body"", ""long head"", ""coppery orange plumage"", ""green plumage"", ""bronze-green upperparts"", ""small patch""]",https://www.allaboutbirds.org/guide/Allens_Hummingbird/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
229,Common Merganser,Common Merganser,species_label,likely_covered_species_page,Common Merganser,https://www.allaboutbirds.org/guide/Common_Merganser/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large long body"", ""thin pointed wings"", ""straight narrow bill"", ""shaggy crests"", ""gleaming white body"", ""dark iridescent green head"", ""gray body"", ""white chest"", ""rusty cinnamon head""]",https://www.allaboutbirds.org/guide/Common_Merganser/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
230,Pileated Woodpecker,Pileated Woodpecker,species_label,likely_covered_species_page,Pileated Woodpecker,https://www.allaboutbirds.org/guide/Pileated_Woodpecker/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large long neck"", ""triangular crest"", ""black plumage"", ""white stripes"", ""white neck"", ""flaming-red crest"", ""red stripe""]",https://www.allaboutbirds.org/guide/Pileated_Woodpecker/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
231,Finches and Allies,Finches and Allies,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
232,Heermann's Gull,Heermann's Gull,species_label,likely_covered_species_page,Heermann's Gull,https://www.allaboutbirds.org/guide/Heermanns_Gull/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized body"", ""long wings"", ""rounded head"", ""long bill"", ""dark gray upperparts"", ""gray underparts"", ""white head"", ""black legs"", ""red bill"", ""black tip"", ""dark sooty brown plumage"", ""pale bill""]",https://www.allaboutbirds.org/guide/Heermanns_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
233,Roseate Spoonbill,Roseate Spoonbill,species_label,likely_covered_species_page,Roseate Spoonbill,https://www.allaboutbirds.org/guide/Roseate_Spoonbill/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""medium-sized waterbirds"", ""football-shaped body"", ""long legs"", ""long bill"", ""long neck"", ""pink shoulder"", ""pink rump"", ""white neck"", ""yellowish green head"", ""paler pink plumage""]",https://www.allaboutbirds.org/guide/Roseate_Spoonbill/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
234,Golden Eagle,Golden Eagle,species_label,likely_covered_species_page,Golden Eagle,https://www.allaboutbirds.org/guide/Golden_Eagle/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""white patches"", ""white wings""]",https://www.allaboutbirds.org/guide/Golden_Eagle/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
235,Red-breasted Merganser,Red-breasted Merganser,species_label,likely_covered_species_page,Red-breasted Merganser,https://www.allaboutbirds.org/guide/Red-breasted_Merganser/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""large slim body"", ""long body"", ""long neck"", ""long bill"", ""shaggy crest"", ""cinnamon chest"", ""white neck"", ""cinnamon band"", ""shaggy green head"", ""brownish-gray plumage"", ""brownish chin"", ""brownish breast"", ""brown shaggy head""]",https://www.allaboutbirds.org/guide/Red-breasted_Merganser/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
236,Old World Sparrows,Old World Sparrows,group_or_family_label,not_one_to_one_species_description,,https://www.allaboutbirds.org/guide/browse/taxonomy,"Higher-level taxonomy/class node, not a species class. Use only for hierarchy context, not class-level expert description.",not_applicable_group_or_family_label,[],https://www.allaboutbirds.org/guide/browse/taxonomy,no,,Higher-level taxonomy label; do not use as class-level species description.,Store compact normalized visual traits + URL; avoid redistributing long raw webpage text.
237,Mew Gull,Mew Gull,species_label,covered_with_taxonomy_update,Short-billed Gull,https://www.allaboutbirds.org/guide/Short-billed_Gull/id,taxonomic/name update: AAB uses Short-billed Gull; class name Mew Gull is older,found_raw_visual_sections_needs_normalization,"[""small short slender bill"", ""small head"", ""short neck"", ""short tail"", ""moderately long legs"", ""medium gray upperparts"", ""white underparts"", ""white head"", ""black wingtips"", ""white spots"", ""yellow legs"", ""yellow bill"", ""dark eye"", ""brownish plumage"", ""blackish tail"", ""gray back""]",https://www.allaboutbirds.org/guide/Short-billed_Gull/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
238,Ruddy Duck,Ruddy Duck,species_label,likely_covered_species_page,Ruddy Duck,https://www.allaboutbirds.org/guide/Ruddy_Duck/id,Expected to have an All About Birds species page with ID info / Four Keys sections.,found_raw_visual_sections_needs_normalization,"[""small compact body"", ""scoop-shaped bill"", ""thick neck"", ""blackish cap"", ""rich chestnut body"", ""bright blue bill"", ""dull gray-brown upperparts"", ""dull gray-brown underparts"", ""dull gray bill"", ""brownish plumage"", ""pale cheek""]",https://www.allaboutbirds.org/guide/Ruddy_Duck/id,yes_local_fetch,Size & Shape; Color Pattern,Extracted Size & Shape / Color Pattern text; consider normalizing into compact attributes before model release.,For class project use only; store compact normalized traits + source URL rather than long raw text.
